"","age","gender","occup","ft_pt","freqmon1","own_motob","opinion_ban","opinion_ban1"
"465","26_35","male","state","fulltime","14_16",2,"agree",0.75
"466","18_25","female","fdi","parttime","more_20",0,"agree",0.25
"467","36_55","male","state","student","17_20",2,"neutral",0.25
"468","26_35","male","private","fulltime","17_20",2,"disagree",0.25
"469","26_35","male","state","student","11_13",2,"neutral",0.75
"470","56_75","female","fdi","fulltime","8_10",2,"agree",1
"471","26_35","male","student","student","8_10",2,"strongdisagree",0.25
"472","26_35","male","fdi","fulltime","1_3",2,"neutral",0.25
"473","26_35","female","private","owner","8_10",2,"strongagree",0.25
"474","18_25","male","private","fulltime","14_16",3,"strongagree",0.5
"475","26_35","male","private","fulltime","14_16",3,"neutral",1
"476","26_35","female","private","fulltime","4_7",1,"disagree",1
"477","26_35","female","retired","fulltime","4_7",3,"neutral",0.5
"478","36_55","male","fdi","student","more_20",2,"neutral",0.75
"479","26_35","female","state","fulltime","8_10",2,"agree",0.75
"480","26_35","male","student","fulltime","more_20",3,"disagree",0.5
"481","18_25","female","state","fulltime","1_3",3,"agree",0.5
"482","18_25","male","state","owner","14_16",2,"strongdisagree",0.5
"483","18_25","male","student","fulltime","8_10",2,"disagree",0.5
"484","18_25","male","private","not","1_3",1,"strongdisagree",0.5
"485","56_75","male","state","not","8_10",0,"agree",0.25
"486","26_35","male","student","student","8_10",1,"neutral",0.25
"487","56_75","male","state","student","11_13",3,"agree",1
"488","26_35","male","state","fulltime","11_13",3,"disagree",0.75
"489","18_25","female","fdi","fulltime","more_20",2,"disagree",1
"490","36_55","female","state","parttime","14_16",1,"agree",0
"491","18_25","male","student","fulltime","14_16",2,"disagree",0
"492","26_35","male","state","owner","1_3",4,"disagree",0.5
"493","26_35","female","private","retired","11_13",2,"agree",0.75
"494","56_75","female","fdi","fulltime","8_10",2,"strongagree",0
"495","36_55","female","private","owner","14_16",1,"neutral",0.5
"496","56_75","female","private","student","11_13",2,"neutral",0.25
"497","18_25","female","private","student","17_20",3,"agree",0.5
"498","18_25","male","retired","not","14_16",0,"agree",0.5
"499","56_75","male","fdi","owner","1_3",3,"agree",0.75
"500","18_25","female","state","fulltime","14_16",2,"disagree",0.75
"501","26_35","female","private","fulltime","more_20",1,"disagree",0.75
"502","18_25","female","state","fulltime","8_10",0,"disagree",0.25
"503","18_25","male","private","parttime","more_20",3,"agree",1
"504","more_75","male","state","fulltime","more_20",2,"agree",0.5
"505","36_55","male","private","retired","14_16",1,"agree",0.25
"506","26_35","female","student","owner","8_10",1,"neutral",0.25
"507","18_25","female","student","student","14_16",2,"neutral",1
"508","26_35","male","state","owner","4_7",1,"disagree",0.25
"509","18_25","female","fdi","fulltime","8_10",1,"neutral",0.5
"510","26_35","male","fdi","parttime","11_13",2,"neutral",0.5
"511","26_35","male","fdi","fulltime","8_10",3,"neutral",0.75
"512","26_35","male","retired","fulltime","1_3",2,"neutral",0
"513","18_25","female","private","student","more_20",1,"disagree",0.25
"514","36_55","female","state","owner","17_20",2,"strongdisagree",0.25
"515","36_55","female","fdi","student","14_16",3,"strongdisagree",0
"516","26_35","female","private","fulltime","14_16",1,"strongagree",0
"517","26_35","male","fdi","retired","8_10",1,"agree",0.25
"518","36_55","male","retired","fulltime","more_20",2,"agree",0.75
"519","26_35","male","state","fulltime","14_16",2,"strongagree",0.5
"520","18_25","male","state","fulltime","14_16",1,"agree",0.5
"521","36_55","female","private","owner","1_3",1,"agree",0.25
"522","56_75","female","private","parttime","8_10",2,"agree",0.75
"523","18_25","male","student","fulltime","8_10",3,"disagree",0.5
"524","18_25","male","state","parttime","14_16",1,"disagree",0.25
"525","26_35","male","private","fulltime","8_10",2,"disagree",0.75
"526","18_25","female","state","parttime","1_3",1,"disagree",0.25
"527","36_55","male","state","fulltime","17_20",2,"neutral",1
"528","36_55","female","state","fulltime","14_16",1,"neutral",0.75
"529","36_55","male","student","student","more_20",2,"agree",1
"530","18_25","male","state","fulltime","8_10",1,"agree",0.75
"531","56_75","female","student","fulltime","more_20",2,"agree",1
"532","26_35","female","student","parttime","14_16",2,"neutral",0.75
"533","36_55","female","fdi","fulltime","11_13",2,"strongdisagree",0.75
"534","more_75","female","state","fulltime","11_13",2,"agree",0.5
"535","26_35","male","state","fulltime","17_20",2,"agree",0.25
"536","26_35","male","state","fulltime","11_13",2,"neutral",0.5
"537","26_35","male","state","not","8_10",2,"agree",0.75
"538","36_55","female","fdi","parttime","14_16",1,"agree",0.25
"539","18_25","male","private","fulltime","17_20",1,"strongdisagree",0.5
"540","36_55","male","retired","fulltime","17_20",0,"neutral",0.75
"541","36_55","female","state","fulltime","more_20",2,"agree",0
"542","26_35","female","private","owner","1_3",2,"strongagree",0
"543","18_25","male","state","fulltime","17_20",2,"neutral",0.75
"544","18_25","male","private","student","8_10",3,"neutral",1
"545","26_35","male","state","fulltime","14_16",0,"strongagree",0.75
"546","26_35","female","state","fulltime","1_3",2,"disagree",0.75
"547","18_25","female","fdi","fulltime","17_20",1,"neutral",0.5
"548","18_25","male","state","student","14_16",2,"disagree",0.75
"549","26_35","male","student","fulltime","more_20",2,"disagree",0.25
"550","36_55","male","private","not","11_13",3,"strongagree",0.5
"551","18_25","male","retired","fulltime","17_20",2,"agree",0.25
"552","18_25","female","retired","student","8_10",1,"neutral",0.5
"553","26_35","male","state","student","1_3",2,"strongdisagree",0.75
"554","26_35","male","private","not","1_3",2,"agree",0.25
"555","18_25","male","state","fulltime","8_10",2,"disagree",0.75
"556","18_25","male","fdi","fulltime","17_20",3,"agree",0.5
"557","56_75","male","private","parttime","more_20",2,"disagree",0.5
"558","36_55","male","state","fulltime","1_3",2,"disagree",0.5
"559","18_25","male","student","fulltime","11_13",2,"disagree",0.75
"560","18_25","male","state","fulltime","4_7",2,"neutral",0.75
"561","26_35","female","student","parttime","11_13",1,"neutral",0.75
"562","36_55","male","retired","fulltime","14_16",2,"neutral",0.75
"563","26_35","female","student","parttime","more_20",2,"strongdisagree",0.75
"564","36_55","female","state","fulltime","1_3",2,"agree",0.5
"565","36_55","female","private","fulltime","1_3",0,"strongagree",0.25
"566","18_25","female","state","fulltime","14_16",3,"strongagree",0.25
"567","26_35","female","state","fulltime","1_3",2,"strongdisagree",0.75
"568","26_35","male","fdi","fulltime","17_20",3,"agree",0.75
"569","18_25","female","student","fulltime","17_20",2,"agree",0
"570","26_35","male","student","fulltime","14_16",2,"agree",0.75
"571","26_35","male","state","fulltime","14_16",3,"agree",0.75
"572","36_55","male","state","student","8_10",2,"strongagree",0.75
"573","26_35","male","state","parttime","more_20",2,"agree",0.75
"574","36_55","female","private","fulltime","17_20",2,"agree",0.25
"575","36_55","female","fdi","student","more_20",1,"neutral",0.5
"576","26_35","female","state","fulltime","1_3",1,"strongdisagree",0.5
"577","36_55","female","state","fulltime","14_16",2,"disagree",0.25
"578","18_25","female","fdi","retired","11_13",1,"disagree",0.25
"579","36_55","male","student","owner","1_3",3,"agree",0.75
"580","18_25","male","state","fulltime","14_16",2,"disagree",0.25
"581","18_25","female","state","fulltime","14_16",3,"disagree",0.75
"582","26_35","male","fdi","fulltime","14_16",2,"strongdisagree",1
"583","36_55","female","student","fulltime","8_10",4,"agree",0.5
"584","18_25","male","private","fulltime","14_16",2,"agree",1
"585","18_25","female","state","fulltime","4_7",2,"disagree",0.25
"586","18_25","male","state","parttime","17_20",1,"strongdisagree",0.5
"587","26_35","female","retired","parttime","1_3",2,"disagree",1
"588","36_55","female","fdi","owner","11_13",1,"disagree",0.25
"589","36_55","female","private","fulltime","14_16",2,"neutral",0.25
"590","26_35","female","student","fulltime","14_16",1,"neutral",0.75
"591","18_25","female","state","fulltime","8_10",2,"strongdisagree",0.25
"592","36_55","male","student","fulltime","14_16",3,"agree",0.5
"593","56_75","female","student","owner","8_10",0,"disagree",1
"594","18_25","female","state","student","17_20",2,"agree",0.75
"595","26_35","male","private","owner","17_20",1,"disagree",0.5
"596","18_25","female","private","owner","17_20",2,"agree",1
"597","26_35","female","student","not","11_13",1,"agree",0.75
"598","18_25","male","retired","fulltime","more_20",2,"neutral",0.75
"599","36_55","male","private","fulltime","17_20",1,"agree",0.75
"600","36_55","female","state","fulltime","17_20",1,"agree",0.25
"601","18_25","female","fdi","fulltime","14_16",2,"disagree",0.75
"602","26_35","female","fdi","parttime","17_20",3,"neutral",0.75
"603","26_35","female","student","fulltime","more_20",3,"disagree",1
"604","36_55","female","retired","fulltime","4_7",2,"agree",0
"605","18_25","male","state","retired","1_3",2,"neutral",0.25
"606","26_35","male","retired","fulltime","14_16",2,"disagree",0.75
"607","18_25","female","private","fulltime","14_16",2,"strongdisagree",0.75
"608","56_75","female","private","fulltime","14_16",2,"strongagree",0.5
"609","26_35","female","fdi","fulltime","1_3",2,"neutral",0.5
"610","26_35","female","private","student","14_16",1,"neutral",0.75
"611","26_35","female","private","fulltime","8_10",2,"agree",0.75
"612","18_25","male","student","not","14_16",3,"disagree",0.25
"613","18_25","male","student","student","more_20",2,"agree",0.25
"614","56_75","male","state","fulltime","17_20",3,"neutral",0.75
"615","18_25","female","student","fulltime","11_13",2,"disagree",0.25
"616","36_55","male","private","fulltime","17_20",1,"strongdisagree",0.75
"617","26_35","male","fdi","fulltime","1_3",3,"disagree",0.25
"618","26_35","female","private","fulltime","more_20",2,"disagree",0.75
"619","26_35","female","student","student","8_10",2,"disagree",0.75
"620","26_35","male","fdi","fulltime","14_16",2,"agree",0
"621","56_75","male","fdi","fulltime","17_20",2,"neutral",0.75
"622","18_25","female","private","student","14_16",2,"disagree",1
"623","18_25","male","state","fulltime","8_10",2,"neutral",0.75
"624","18_25","male","fdi","student","more_20",2,"disagree",0.75
"625","18_25","female","state","fulltime","1_3",1,"disagree",0.25
"626","36_55","female","retired","student","14_16",2,"strongdisagree",0.75
"627","26_35","male","private","fulltime","14_16",1,"neutral",1
"628","36_55","male","student","student","17_20",1,"agree",0.75
"629","18_25","male","fdi","fulltime","14_16",1,"disagree",0.25
"630","18_25","male","student","fulltime","11_13",2,"agree",0.25
"631","26_35","male","state","owner","17_20",2,"strongagree",0.75
"632","36_55","female","retired","student","8_10",2,"disagree",0.75
"633","26_35","male","retired","fulltime","17_20",2,"neutral",0.5
"634","26_35","female","retired","student","11_13",2,"strongagree",0.5
"635","26_35","female","retired","student","4_7",3,"strongdisagree",0
"636","56_75","female","private","fulltime","17_20",2,"agree",0.75
"637","18_25","female","student","retired","14_16",1,"agree",0.5
"638","18_25","male","retired","student","11_13",4,"strongagree",0.75
"639","26_35","male","student","fulltime","17_20",2,"strongagree",0.25
"640","18_25","male","state","fulltime","more_20",3,"neutral",0.5
"641","26_35","male","fdi","fulltime","17_20",3,"neutral",0.5
"642","18_25","male","private","fulltime","more_20",2,"neutral",0.75
"643","26_35","male","state","fulltime","17_20",1,"disagree",0.75
"644","18_25","male","state","fulltime","1_3",5,"agree",0.5
"645","more_75","female","state","fulltime","4_7",2,"neutral",0.25
"646","less_18","female","student","fulltime","11_13",2,"disagree",0.25
"647","36_55","male","student","fulltime","17_20",2,"disagree",0.75
"648","less_18","female","private","fulltime","8_10",1,"disagree",0.5
"649","56_75","male","private","fulltime","17_20",1,"agree",1
"650","26_35","male","fdi","not","8_10",2,"disagree",0.5
"651","56_75","female","state","fulltime","1_3",2,"neutral",0.75
"652","26_35","male","student","fulltime","8_10",2,"agree",0.25
"653","26_35","female","private","fulltime","17_20",2,"disagree",0.25
"654","18_25","male","student","student","8_10",2,"strongagree",0.25
"655","36_55","female","private","fulltime","17_20",2,"agree",0.75
"656","26_35","female","retired","fulltime","17_20",1,"neutral",0.25
"657","26_35","male","state","fulltime","17_20",2,"strongdisagree",0
"658","56_75","male","state","parttime","more_20",2,"agree",0.75
"659","36_55","male","retired","fulltime","11_13",1,"agree",0
"660","26_35","male","student","fulltime","14_16",2,"agree",0
"661","18_25","female","student","parttime","more_20",1,"disagree",0.75
"662","36_55","male","state","fulltime","8_10",2,"neutral",0.5
"663","26_35","male","fdi","fulltime","more_20",2,"neutral",0.25
"664","26_35","male","state","student","4_7",3,"disagree",0.75
"665","36_55","male","fdi","fulltime","14_16",2,"strongagree",0.5
"666","36_55","female","state","fulltime","more_20",1,"neutral",0.5
"667","18_25","male","fdi","fulltime","14_16",1,"agree",0.5
"668","36_55","female","state","fulltime","11_13",2,"disagree",0.25
"669","26_35","male","student","owner","14_16",1,"neutral",0.5
"670","26_35","female","private","fulltime","more_20",2,"strongagree",0.75
"671","26_35","male","state","fulltime","8_10",2,"agree",0.75
"672","26_35","male","private","fulltime","more_20",2,"agree",0.75
"673","18_25","female","private","fulltime","17_20",2,"disagree",0
"674","26_35","male","state","owner","more_20",3,"disagree",0
"675","56_75","female","student","owner","4_7",1,"disagree",0.75
"676","26_35","male","private","fulltime","1_3",2,"neutral",0.5
"677","36_55","male","private","student","17_20",3,"agree",0.75
"678","18_25","male","fdi","student","11_13",1,"disagree",0.5
"679","36_55","female","private","owner","14_16",2,"disagree",0.75
"680","18_25","female","fdi","fulltime","17_20",2,"neutral",0.25
"681","36_55","female","private","student","17_20",3,"agree",0.75
"682","18_25","male","fdi","fulltime","17_20",1,"agree",0.25
"683","36_55","female","private","fulltime","1_3",2,"strongagree",1
"684","36_55","male","fdi","fulltime","more_20",2,"neutral",0.75
"685","18_25","male","student","retired","more_20",4,"strongagree",0.75
"686","36_55","female","state","owner","11_13",1,"neutral",0.75
